央视频道,#genre#
CCTV-9,http://117.158.165.147:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.162.16.88:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_9.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/0009_1.m3u8#http://111.20.35.103:6610/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.59.63.32:9901/tsfile/live/1016_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/11/live.m3u8#http://221.214.140.137:9901/tsfile/live/0009_1.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?#https://live.v1.mk/api/bestv.php?id=cctv9hd8m/8000000#http://112.132.181.221:9988/hls/10/index.m3u8#http://119.62.142.2:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0#http://1278.hsmedia.top:8080/newlive/live/hls/9/live.m3u8#http://1304.hsmedia.top:8080/newlive/live/hls/10/live.m3u8#http://218.2.110.186:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0#http://220.163.178.144:8888/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0#http://223.95.111.98:5555/newlive/live/hls/9/live.m3u8#http://61.130.72.18:8888/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0#https://live.goodiptv.club/api/cqyx.php?id=cctv9HD
CCTV-10,http://39.162.16.88:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_10.m3u8?key=txiptv&playlive=1&authid=0#http://117.158.165.147:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/0010_1.m3u8#http://111.59.63.32:9901/tsfile/live/1017_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/12/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/12/live.m3u8#http://221.214.140.137:9901/tsfile/live/0010_1.m3u8#http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?#http://58.19.13.92:9901/tsfile/live/1009_1.m3u8#http://58.220.219.14:9901/tsfile/live/0010_1.m3u8#https://live.v1.mk/api/bestv.php?id=cctv10hd8m/8000000#http://111.20.35.103:6610/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://112.132.181.221:9988/hls/11/index.m3u8#http://119.62.142.2:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0#http://1278.hsmedia.top:8080/newlive/live/hls/10/live.m3u8#http://1304.hsmedia.top:8080/newlive/live/hls/11/live.m3u8#http://171.221.240.108:808/hls/10/index.m3u8#http://218.2.110.186:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0#http://220.163.178.144:8888/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0#http://223.95.111.98:5555/newlive/live/hls/10/live.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8#https://live.goodiptv.club/api/cqyx.php?id=cctv10HD
CCTV-11,http://223.75.123.222:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.162.16.88:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_11.m3u8?key=txiptv&playlive=1&authid=0#http://117.158.165.147:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0#http://111.20.35.103:6610/000000001000/1000000002000019789/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=00#http://221.2.36.34:8888/newlive/live/hls/13/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8#http://221.214.140.137:9901/tsfile/live/0011_1.m3u8#https://live.v1.mk/api/bestv.php?id=cctv11hd8m/8000000#http://112.132.181.221:9988/hls/12/index.m3u8#http://113.57.150.190:9000/tsfile/live/0011_1.m3u8#http://1304.hsmedia.top:8080/newlive/live/hls/12/live.m3u8#http://171.221.240.108:808/hls/11/index.m3u8#https://live.goodiptv.club/api/cqyx.php?id=cctv11HD
CCTV-12,http://39.162.16.88:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_12.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/0012_1.m3u8#http://111.20.35.103:6610/000000001000/1000000001000001640/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001640&livemode=1&stbId=00#http://111.59.63.32:9901/tsfile/live/1019_1.m3u8#http://221.214.140.137:9901/tsfile/live/0012_1.m3u8#http://58.220.219.14:9901/tsfile/live/0012_1.m3u8#https://live.v1.mk/api/bestv.php?id=cctv12hd8m/8000000#http://111.20.35.103:6610/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://112.132.181.221:9988/hls/13/index.m3u8#http://119.62.142.2:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0#http://1278.hsmedia.top:8080/newlive/live/hls/12/live.m3u8#http://1304.hsmedia.top:8080/newlive/live/hls/13/live.m3u8#http://171.221.240.108:808/hls/12/index.m3u8#http://218.2.110.186:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0#http://220.163.178.144:8888/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0#http://223.95.111.98:5555/newlive/live/hls/12/live.m3u8#http://36.24.155.225:4022/rtp/233.50.201.123:5140#https://live.goodiptv.club/api/cqyx.php?id=cctv12HD
CCTV-13,http://117.158.165.147:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.75.123.222:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.162.16.88:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_13.m3u8?key=txiptv&playlive=1&authid=0#http://117.158.165.147:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0#http://111.20.35.103:6610/000000001000/1000000002000021303/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=00#http://111.59.63.32:9901/tsfile/live/1020_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/15/live.m3u8#http://221.214.140.137:9901/tsfile/live/0013_1.m3u8#http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?#https://live.v1.mk/api/bestv.php?id=cctv13xwhd8m/8000000#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8#http://111.20.35.103:6610/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://112.132.181.221:9988/hls/14/index.m3u8#http://113.57.150.190:9000/tsfile/live/0013_1.m3u8#http://1278.hsmedia.top:8080/newlive/live/hls/13/live.m3u8#http://1304.hsmedia.top:8080/newlive/live/hls/14/live.m3u8#http://218.2.110.186:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0#https://live.goodiptv.club/api/cqyx.php?id=cctv13HD#https://node1.olelive.com:6443/live/CCTV13HD/hls.m3u8
CCTV-14,http://223.75.123.222:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.162.16.88:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_14.m3u8?key=txiptv&playlive=1&authid=0#http://117.158.165.147:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0#http://221.2.36.34:8888/newlive/live/hls/16/live.m3u8#http://221.214.140.137:9901/tsfile/live/0014_1.m3u8#http://58.19.13.92:9901/tsfile/live/1013_1.m3u8#https://live.v1.mk/api/bestv.php?id=cctvsehd8m/8000000#http://112.132.181.221:9988/hls/15/index.m3u8#http://119.62.142.2:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0#http://1278.hsmedia.top:8080/newlive/live/hls/14/live.m3u8#http://1304.hsmedia.top:8080/newlive/live/hls/15/live.m3u8#http://1639.hsmedia.top:8080/newlive/live/hls/16/live.m3u8#http://218.2.110.186:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0#http://220.163.178.144:8888/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0#http://223.95.111.98:5555/newlive/live/hls/14/live.m3u8#https://live.goodiptv.club/api/cqyx.php?id=cctv14HD
CCTV-15,http://39.162.16.88:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_15.m3u8?key=txiptv&playlive=1&authid=0#http://111.59.63.32:9901/tsfile/live/1022_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/17/live.m3u8#http://221.214.140.137:9901/tsfile/live/0015_1.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?#https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000#http://112.132.181.221:9988/hls/16/index.m3u8#http://1304.hsmedia.top:8080/newlive/live/hls/16/live.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8#https://live.goodiptv.club/api/cqyx.php?id=cctv15HD
CCTV-16,http://221.2.36.34:8888/newlive/live/hls/18/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?#https://live.v1.mk/api/bestv.php?id=cctv16hd4k/15000000#http://111.20.35.103:6610/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://112.132.181.221:9988/hls/52/index.m3u8#http://1304.hsmedia.top:8080/newlive/live/hls/17/live.m3u8#http://36.24.155.225:4022/rtp/233.50.201.192:5140#http://36.24.155.225:4022/rtp/233.50.201.63:5140#https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K#https://live.goodiptv.club/api/cqyx.php?id=cctv16HD
CCTV-17,http://223.75.123.222:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0#http://101.224.232.228:9901/tsfile/live/0019_1.m3u8#http://111.59.63.32:9901/tsfile/live/1023_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/19/live.m3u8#https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000#http://111.20.35.103:6610/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://1304.hsmedia.top:8080/newlive/live/hls/18/live.m3u8#https://live.goodiptv.club/api/cqyx.php?id=cctv17HD
CCTV移动,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
CHC高清电影,http://221.2.36.34:8888/newlive/live/hls/57/live.m3u8
CHC家庭影院,http://221.2.36.34:8888/newlive/live/hls/55/live.m3u8#http://8.210.232.168/php/migu.php?id=chcjtyy
CHC电影,http://117.158.165.147:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.75.123.222:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0#http://223.75.123.222:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=0&authid=0

卫视频道,#genre#

安徽卫视,http://117.158.165.147:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_37.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0130_1.m3u8#http://111.59.63.32:9901/tsfile/live/1027_1.m3u8#http://218.241.192.50:8808/udp/239.3.1.211:8064#http://221.2.36.34:8888/newlive/live/hls/25/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/25/live.m3u8#http://221.214.140.137:9901/tsfile/live/0130_1.m3u8#http://58.19.13.92:9901/tsfile/live/1021_1.m3u8#http://58.220.219.14:9901/tsfile/live/0130_1.m3u8
北京卫视,http://117.158.165.147:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.75.123.222:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.162.16.88:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_38.m3u8?key=txiptv&playlive=1&authid=0#http://111.20.35.103:6610/000000001000/1000000001000017156/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=00#http://111.59.63.32:9901/tsfile/live/1030_1.m3u8#http://218.241.192.50:8808/udp/239.3.1.241:8000#http://221.213.43.82:8888/newlive/live/hls/19/live.m3u8#http://221.214.140.137:9901/tsfile/live/0122_1.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?#http://58.220.219.14:9901/tsfile/live/0122_1.m3u8
东方卫视,http://39.162.16.88:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.179.230:9901/tsfile/live/0001_35.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/0107_1.m3u8#http://218.241.192.50:8808/udp/239.3.1.136:8032#http://221.2.36.34:8888/newlive/live/hls/20/live.m3u8#http://221.214.140.137:9901/tsfile/live/0107_1.m3u8#http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8#http://58.220.219.14:9901/tsfile/live/0107_1.m3u8
东南卫视,http://39.162.16.88:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.75.123.222:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=0&authid=0#http://111.14.181.15:9901/tsfile/live/0137_1.m3u8#http://218.241.192.50:8808/udp/239.3.1.156:8148#http://221.214.140.137:9901/tsfile/live/0137_1.m3u8#http://222.71.90.218:8888/newlive/live/hls/29/live.m3u8#http://58.19.13.92:9901/tsfile/live/1028_1.m3u8#http://58.220.219.14:9901/tsfile/live/0137_1.m3u8
福建东南,http://39.164.179.230:9901/tsfile/live/0001_43.m3u8?key=txiptv&playlive=1&authid=0#
广东卫视,http://117.158.165.147:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.162.16.88:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0#http://223.75.123.222:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=0&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0125_1.m3u8#http://111.59.63.32:9901/tsfile/live/1032_1.m3u8#http://218.241.192.50:8808/udp/239.3.1.142:8048#http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8#http://221.214.140.137:9901/tsfile/live/0125_1.m3u8#http://222.71.90.218:8888/newlive/live/hls/23/live.m3u8#http://58.220.219.14:9901/tsfile/live/0125_1.m3u8
广西卫视,http://39.162.16.88:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.179.230:9901/tsfile/live/0001_45.m3u8?key=txiptv&playlive=1&authid=0#http://223.75.123.222:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0113_1.m3u8#http://221.213.43.82:8888/newlive/live/hls/26/live.m3u8#http://221.214.140.137:9901/tsfile/live/0113_1.m3u8#http://live.gxrb.com.cn/tv/gxtvlive03/index.m3u8#http://111.59.63.32:9901/tsfile/live/1003_1.m3u8
贵州卫视,http://117.158.165.147:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_42.m3u8?key=txiptv&playlive=1&authid=0#http://223.75.123.222:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=0&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0120_1.m3u8#http://111.14.181.15:9901/tsfile/live/0120_1.m3u8#http://111.59.63.32:9901/tsfile/live/1036_1.m3u8#http://221.214.140.137:9901/tsfile/live/0120_1.m3u8
河北卫视,http://39.164.160.249:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_49.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0117_1.m3u8#http://111.14.181.15:9901/tsfile/live/0117_1.m3u8#http://221.214.140.137:9901/tsfile/live/0117_1.m3u8
河南卫视,http://117.158.165.147:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.162.16.88:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_17.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0139_1.m3u8#http://221.214.140.137:9901/tsfile/live/0139_1.m3u8#http://58.19.13.92:9901/tsfile/live/1026_1.m3u8
黑龙江卫视,http://39.164.160.249:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0143_1.m3u8#http://111.59.63.32:9901/tsfile/live/1045_1.m3u8#http://218.241.192.50:8808/udp/239.3.1.133:8016#http://221.214.140.137:9901/tsfile/live/0143_1.m3u8#http://222.71.90.218:8888/newlive/live/hls/25/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8#http://58.220.219.14:9901/tsfile/live/0143_1.m3u8
湖北卫视,http://117.158.165.147:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.179.230:9901/tsfile/live/0001_48.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0132_1.m3u8#http://111.20.35.103:6610/000000001000/1000000001000010355/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=00#http://218.241.192.50:8808/udp/239.3.1.138:8044#http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/34/live.m3u8#http://58.19.13.92:9901/tsfile/live/1015_1.m3u8
湖南卫视,http://117.158.165.147:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.162.16.88:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_34.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0128_1.m3u8#http://111.20.35.103:6610/000000001000/1000000001000009115/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=00#http://111.59.63.32:9901/tsfile/live/1028_1.m3u8#http://221.214.140.137:9901/tsfile/live/0017_1.m3u8#http://58.220.219.14:9901/tsfile/live/0128_1.m3u8
吉林卫视,http://218.241.192.50:8808/udp/239.3.1.240:8172#http://221.214.140.137:9901/tsfile/live/0116_1.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8#http://stream1.jlntv.cn/yspd/sd/live.m3u8?_upt=f6b685651648171016
江苏卫视,http://101.224.232.228:9901/tsfile/live/faacts/0127_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/22/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/22/live.m3u8#http://221.214.140.137:9901/tsfile/live/0018_1.m3u8#http://58.19.13.92:9901/tsfile/live/1019_1.m3u8#http://58.220.219.14:9901/tsfile/live/0127_1.m3u8#https://live-hls.jstv.com/livezhuzhan/jsws.m3u8?upt=9525d28f2510710360#http://117.158.165.147:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_36.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://117.158.165.147:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.162.16.88:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_50.m3u8?key=txiptv&playlive=1&authid=0#http://111.14.181.15:9901/tsfile/live/0138_1.m3u8#http://111.20.35.103:6610/000000001000/1000000001000013731/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=00#http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8#http://221.214.140.137:9901/tsfile/live/0138_1.m3u8#http://58.220.219.14:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://218.241.192.50:8808/udp/239.3.1.210:8056#http://221.214.140.137:9901/tsfile/live/0121_1.m3u8#http://58.19.13.92:9901/tsfile/live/1027_1.m3u8#http://58.220.219.14:9901/tsfile/live/0121_1.m3u8#http://117.158.165.147:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.162.16.88:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
内蒙古卫视,http://39.164.179.230:9901/tsfile/live/0001_52.m3u8?key=txiptv&playlive=1&authid=0#https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040_1.m3u8#https://hls.ningxiahuangheyun.com/tv/nxws.m3u8#https://livepgc.cmc.ningxiahuangheyun.com/tv/nxws.m3u8
青海卫视,http://39.162.16.88:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0#http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8#http://stream.qhbtv.com/qhws/playlist.m3u8
山东卫视,http://117.158.165.147:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.162.16.88:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_41.m3u8?key=txiptv&playlive=1&authid=0#http://218.241.192.50:8808/udp/239.3.1.209:8052#http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8#http://221.214.140.137:9901/tsfile/live/0016_1.m3u8#http://58.19.13.92:9901/tsfile/live/1025_1.m3u8#http://58.220.219.14:9901/tsfile/live/0131_1.m3u8
山西卫视,http://39.162.16.88:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.179.230:9901/tsfile/live/0001_51.m3u8?key=txiptv&playlive=1&authid=0#http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d04ce01474da4193c8863ea281ec4759#http://live.cooltv.top/tv/tide.php?id=sxiws2
陕西卫视,http://39.164.160.249:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.179.230:9901/tsfile/live/0001_44.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://39.164.160.249:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://117.158.165.147:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.162.16.88:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.179.230:9901/tsfile/live/0001_39.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0126_1.m3u8#http://111.59.63.32:9901/tsfile/live/1033_1.m3u8#http://218.241.192.50:8808/udp/239.3.1.134:8020#http://221.214.140.137:9901/tsfile/live/0126_1.m3u8#http://58.19.13.92:9901/tsfile/live/1023_1.m3u8
四川卫视,http://117.158.165.147:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.179.230:9901/tsfile/live/0001_47.m3u8?key=txiptv&playlive=1&authid=0#http://101.224.232.228:9901/tsfile/live/faacts/0123_1.m3u8#http://111.14.181.15:9901/tsfile/live/0123_1.m3u8#http://111.20.35.103:6610/000000001000/1000000002000016825/index.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=00#http://111.59.63.32:9901/tsfile/live/1029_1.m3u8#http://221.213.43.82:8888/newlive/live/hls/32/live.m3u8#http://221.214.140.137:9901/tsfile/live/0123_1.m3u8#http://58.220.219.14:9901/tsfile/live/0123_1.m3u8
